rwscode,dutch_name,iupac_name,pubchem_cid,molecular_formula,molecular_weight,pubchem_iupac_name,smiles,inchikey,inchi
paroonC2y,paraoxon-ethyl,paraoxon-ethyl,9395,C10H14NO6P,275.19,diethyl (4-nitrophenyl) phosphate,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],WYMSBXTXOHUIGT-UHFFFAOYSA-N,"InChI=1S/C10H14NO6P/c1-3-15-18(14,16-4-2)17-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3"
peblt,pebulaat,pebulate,14215,C10H21NOS,203.35,S-propyl N-butyl-N-ethylcarbamothioate,CCCCN(CC)C(=O)SCCC,SGEJQUSYQTVSIU-UHFFFAOYSA-N,"InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3"
penccrn,pencycuron,pencycuron,91692,C19H21ClN2O,328.8,1-[(4-chlorophenyl)methyl]-1-cyclopentyl-3-phenylurea,C1CCC(C1)N(CC2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3,OGYFATSSENRIKG-UHFFFAOYSA-N,"InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)"
penclnG,penicilline G,penicillin G,5904,C16H18N2O4S,334.4,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,JGSARLDLIJGVTE-MBNYWOFBSA-N,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1"
penclnV,penicilline V,penicillin V,6869,C16H18N2O5S,350.4,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,BPLBGHOLXOTWMN-MBNYWOFBSA-N,"InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1"
pencnzl,penconazool,penconazole,91693,C13H15Cl2N3,284.18,"1-[2-(2,4-dichlorophenyl)pentyl]-1,2,4-triazole",CCCC(CN1C=NC=N1)C2=C(C=C(C=C2)Cl)Cl,WKBPZYKAUNRMKP-UHFFFAOYSA-N,"InChI=1S/C13H15Cl2N3/c1-2-3-10(7-18-9-16-8-17-18)12-5-4-11(14)6-13(12)15/h4-6,8-10H,2-3,7H2,1H3"
pendmtln,pendimethalin,pendimethalin,38479,C13H19N3O4,281.31,"3,4-dimethyl-2,6-dinitro-N-pentan-3-ylaniline",CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],CHIFOSRWCNZCFN-UHFFFAOYSA-N,"InChI=1S/C13H19N3O4/c1-5-10(6-2)14-12-11(15(17)18)7-8(3)9(4)13(12)16(19)20/h7,10,14H,5-6H2,1-4H3"
penffn,penflufen,penflufen,11674113,C18H24FN3O,317.4,"5-fluoro-1,3-dimethyl-N-[2-(4-methylpentan-2-yl)phenyl]pyrazole-4-carboxamide",CC1=NN(C(=C1C(=O)NC2=CC=CC=C2C(C)CC(C)C)F)C,GOFJDXZZHFNFLV-UHFFFAOYSA-N,"InChI=1S/C18H24FN3O/c1-11(2)10-12(3)14-8-6-7-9-15(14)20-18(23)16-13(4)21-22(5)17(16)19/h6-9,11-12H,10H2,1-5H3,(H,20,23)"
pentoprd,penthiopyrad,penthiopyrad,11388558,C16H20F3N3OS,359.4,1-methyl-N-[2-(4-methylpentan-2-yl)thiophen-3-yl]-3-(trifluoromethyl)pyrazole-4-carboxamide,CC(C)CC(C)C1=C(C=CS1)NC(=O)C2=CN(N=C2C(F)(F)F)C,PFFIDZXUXFLSSR-UHFFFAOYSA-N,"InChI=1S/C16H20F3N3OS/c1-9(2)7-10(3)13-12(5-6-24-13)20-15(23)11-8-22(4)21-14(11)16(17,18)19/h5-6,8-10H,7H2,1-4H3,(H,20,23)"
permtn,permethrin,permethrin,40326,C21H20Cl2O3,391.3,"(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,"InChI=1S/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3"
pertn,perthaan,perthane,6295,C18H20Cl2,307.3,"1-[2,2-dichloro-1-(4-ethylphenyl)ethyl]-4-ethylbenzene",CCC1=CC=C(C=C1)C(C2=CC=C(C=C2)CC)C(Cl)Cl,QFMDFTQOJHFVNR-UHFFFAOYSA-N,"InChI=1S/C18H20Cl2/c1-3-13-5-9-15(10-6-13)17(18(19)20)16-11-7-14(4-2)8-12-16/h5-12,17-18H,3-4H2,1-2H3"
piclnfn,picolinafen,picolinafen,3294375,C19H12F4N2O2,376.3,N-(4-fluorophenyl)-6-[3-(trifluoromethyl)phenoxy]pyridine-2-carboxamide,C1=CC(=CC(=C1)OC2=CC=CC(=N2)C(=O)NC3=CC=C(C=C3)F)C(F)(F)F,CWKFPEBMTGKLKX-UHFFFAOYSA-N,"InChI=1S/C19H12F4N2O2/c20-13-7-9-14(10-8-13)24-18(26)16-5-2-6-17(25-16)27-15-4-1-3-12(11-15)19(21,22)23/h1-11H,(H,24,26)"
picrm,picloram,picloram,15965,C6H3Cl3N2O2,241.5,"4-amino-3,5,6-trichloropyridine-2-carboxylic acid",C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,NQQVFXUMIDALNH-UHFFFAOYSA-N,"InChI=1S/C6H3Cl3N2O2/c7-1-3(10)2(8)5(9)11-4(1)6(12)13/h(H2,10,11)(H,12,13)"
picxsbn,picoxystrobin,picoxystrobin,11285653,C18H16F3NO4,367.3,methyl (E)-3-methoxy-2-[2-[[6-(trifluoromethyl)-2-pyridinyl]oxymethyl]phenyl]prop-2-enoate,CO/C=C(\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC,IBSNKSODLGJUMQ-SDNWHVSQSA-N,"InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3/b14-11+"
pinadn,pinoxaden,pinoxaden,210326,C23H32N2O4,400.5,"[8-(2,6-diethyl-4-methylphenyl)-7-oxo-1,2,4,5-tetrahydropyrazolo[1,2-d][1,4,5]oxadiazepin-9-yl] 2,2-dimethylpropanoate",CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,MGOHCFMYLBAPRN-UHFFFAOYSA-N,"InChI=1S/C23H32N2O4/c1-7-16-13-15(3)14-17(8-2)18(16)19-20(26)24-9-11-28-12-10-25(24)21(19)29-22(27)23(4,5)6/h13-14H,7-12H2,1-6H3"
pindll,pindolol,pindolol,4828,C14H20N2O2,248.32,1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,JZQKKSLKJUAGIC-UHFFFAOYSA-N,"InChI=1S/C14H20N2O2/c1-10(2)16-8-11(17)9-18-14-5-3-4-13-12(14)6-7-15-13/h3-7,10-11,15-17H,8-9H2,1-2H3"
pipprn,pipamperon,pipamperone,4830,C21H30FN3O2,375.5,1-[4-(4-fluorophenyl)-4-oxobutyl]-4-piperidin-1-ylpiperidine-4-carboxamide,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,AXKPFOAXAHJUAG-UHFFFAOYSA-N,"InChI=1S/C21H30FN3O2/c22-18-8-6-17(7-9-18)19(26)5-4-12-24-15-10-21(11-16-24,20(23)27)25-13-2-1-3-14-25/h6-9H,1-5,10-16H2,(H2,23,27)"
piprnbO,piperonyl-butoxide,piperonyl butoxide,5794,C19H30O5,338.4,"5-[2-(2-butoxyethoxy)ethoxymethyl]-6-propyl-1,3-benzodioxole",CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,FIPWRIJSWJWJAI-UHFFFAOYSA-N,"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3"
pirmcb,pirimicarb,pirimicarb,31645,C11H18N4O2,238.29,"[2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate",CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,YFGYUFNIOHWBOB-UHFFFAOYSA-N,InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3
pirmcdC1y,pirimicarb-desmethyl,pirimicarb-desmethyl,93139,C10H16N4O2,224.26,"[5,6-dimethyl-2-(methylamino)pyrimidin-4-yl] N,N-dimethylcarbamate",CC1=C(N=C(N=C1OC(=O)N(C)C)NC)C,GTKRZJVAXAQBMB-UHFFFAOYSA-N,"InChI=1S/C10H16N4O2/c1-6-7(2)12-9(11-3)13-8(6)16-10(15)14(4)5/h1-5H3,(H,11,12,13)"
pirmcdC1yfa,pirimicarb-desmethyl-formamido,pirimicarb-desmethyl-formamido,185602,C11H16N4O3,252.27,"[2-[formyl(methyl)amino]-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate",CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C=O)C,GDEAMEURJBBCOQ-UHFFFAOYSA-N,"InChI=1S/C11H16N4O3/c1-7-8(2)12-10(15(5)6-16)13-9(7)18-11(17)14(3)4/h6H,1-5H3"
pirmsfrnC1y,pirimisulfuron-methyl,pirimisulfuron-methyl,,,,,,,
plifnt,plifenaat,plifenate,89040,C10H7Cl5O2,336.4,"[2,2,2-trichloro-1-(3,4-dichlorophenyl)ethyl] acetate",CC(=O)OC(C1=CC(=C(C=C1)Cl)Cl)C(Cl)(Cl)Cl,FSGNOVKGEXRRHD-UHFFFAOYSA-N,"InChI=1S/C10H7Cl5O2/c1-5(16)17-9(10(13,14)15)6-2-3-7(11)8(12)4-6/h2-4,9H,1H3"
poxflne,pentoxifylline,pentoxifylline,4740,C13H18N4O3,278.31,"3,7-dimethyl-1-(5-oxohexyl)purine-2,6-dione",CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,"InChI=1S/C13H18N4O3/c1-9(18)6-4-5-7-17-12(19)10-11(14-8-15(10)2)16(3)13(17)20/h8H,4-7H2,1-3H3"
pqtDCl,paraquat-dichloride,paraquat dichloride,15938,C12H14Cl2N2,257.16,1-methyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium dichloride,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-],FIKAKWIAUPDISJ-UHFFFAOYSA-L,"InChI=1S/C12H14N2.2ClH/c1-13-7-3-11(4-8-13)12-5-9-14(2)10-6-12;;/h3-10H,1-2H3;2*1H/q+2;;/p-2"
primdn,primidon,primidone,4909,C12H14N2O2,218.25,"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione",CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,DQMZLTXERSFNPB-UHFFFAOYSA-N,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)"
proClaz,prochloraz,prochloraz,73665,C15H16Cl3N3O2,376.7,"N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide",CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,TVLSRXXIMLFWEO-UHFFFAOYSA-N,"InChI=1S/C15H16Cl3N3O2/c1-2-4-20(15(22)21-5-3-19-10-21)6-7-23-14-12(17)8-11(16)9-13(14)18/h3,5,8-10H,2,4,6-7H2,1H3"
proHxDonCa,prohexadione-calcium,prohexadione-calcium,12001831,C10H10CaO5,250.26,"calcium 4-(1-oxidopropylidene)-3,5-dioxocyclohexane-1-carboxylate",CCC(=C1C(=O)CC(CC1=O)C(=O)[O-])[O-].[Ca+2],NLKUPINTOLSSLD-UHFFFAOYSA-L,"InChI=1S/C10H12O5.Ca/c1-2-6(11)9-7(12)3-5(10(14)15)4-8(9)13;/h5,11H,2-4H2,1H3,(H,14,15);/q;+2/p-2"
procmdn,procymidon,procymidone,36242,C13H11Cl2NO2,284.13,"3-(3,5-dichlorophenyl)-1,5-dimethyl-3-azabicyclo[3.1.0]hexane-2,4-dione",CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,QXJKBPAVAHBARF-UHFFFAOYSA-N,"InChI=1S/C13H11Cl2NO2/c1-12-6-13(12,2)11(18)16(10(12)17)9-4-7(14)3-8(15)5-9/h3-5H,6H2,1-2H3"
profm,profam,propham,24685,C10H13NO2,179.22,propan-2-yl N-phenylcarbamate,CC(C)OC(=O)NC1=CC=CC=C1,VXPLXMJHHKHSOA-UHFFFAOYSA-N,"InChI=1S/C10H13NO2/c1-8(2)13-10(12)11-9-6-4-3-5-7-9/h3-8H,1-2H3,(H,11,12)"
profnfs,profenofos,profenofos,38779,C11H15BrClO3PS,373.63,4-bromo-2-chloro-1-[ethoxy(propylsulfanyl)phosphoryl]oxybenzene,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,QYMMJNLHFKGANY-UHFFFAOYSA-N,"InChI=1S/C11H15BrClO3PS/c1-3-7-18-17(14,15-4-2)16-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3"
profxdm,profoxydim,profoxydim,135565117,C24H32ClNO4S,466.0,2-[N-[2-(4-chlorophenoxy)propoxy]-C-propylcarbonimidoyl]-3-hydroxy-5-(thian-3-yl)cyclohex-2-en-1-one,CCCC(=NOCC(C)OC1=CC=C(C=C1)Cl)C2=C(CC(CC2=O)C3CCCSC3)O,KRQUFUKTQHISJB-UHFFFAOYSA-N,"InChI=1S/C24H32ClNO4S/c1-3-5-21(26-29-14-16(2)30-20-9-7-19(25)8-10-20)24-22(27)12-18(13-23(24)28)17-6-4-11-31-15-17/h7-10,16-18,27H,3-6,11-15H2,1-2H3"
progtrn,progesteron,progesterone,5994,C21H30O2,314.5,"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,RJKFOVLPORLFTN-LEKSSAKUSA-N,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1"
promcb,promecarb,promecarb,17516,C12H17NO2,207.27,(3-methyl-5-propan-2-ylphenyl) N-methylcarbamate,CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,DTAPQAJKAFRNJB-UHFFFAOYSA-N,"InChI=1S/C12H17NO2/c1-8(2)10-5-9(3)6-11(7-10)15-12(14)13-4/h5-8H,1-4H3,(H,13,14)"
promtn,prometon,prometon,4928,C10H19N5O,225.29,"6-methoxy-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,ISEUFVQQFVOBCY-UHFFFAOYSA-N,"InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)"
promtne,prometryne,prometryn,4929,C10H19N5S,241.36,"6-methylsulfanyl-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",CC(C)NC1=NC(=NC(=N1)SC)NC(C)C,AAEVYOVXGOFMJO-UHFFFAOYSA-N,"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)"
propAd,propyzamide,propyzamid,32154,C12H11Cl2NO,256.12,"3,5-dichloro-N-(2-methylbut-3-yn-2-yl)benzamide",CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,PHNUZKMIPFFYSO-UHFFFAOYSA-N,"InChI=1S/C12H11Cl2NO/c1-4-12(2,3)15-11(16)8-5-9(13)7-10(14)6-8/h1,5-7H,2-3H3,(H,15,16)"
propCl,propachloor,propachlor,4931,C11H14ClNO,211.69,2-chloro-N-phenyl-N-propan-2-ylacetamide,CC(C)N(C1=CC=CC=C1)C(=O)CCl,MFOUDYKPLGXPGO-UHFFFAOYSA-N,"InChI=1S/C11H14ClNO/c1-9(2)13(11(14)8-12)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3"
propcnzl,propiconazol (som cis- en trans-),propiconazole,43234,C15H17Cl2N3O2,342.2,"1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,STJLVHWMYQXCPB-UHFFFAOYSA-N,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3"
propfl,propofol,propofol,4943,C12H18O,178.27,"2,6-di(propan-2-yl)phenol",CC(C)C1=C(C(=CC=C1)C(C)C)O,OLBCVFGFOZPWHH-UHFFFAOYSA-N,"InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3"
propfnzn,propyfenazon,propyphenazone,3778,C14H18N2O,230.31,"1,5-dimethyl-2-phenyl-4-propan-2-ylpyrazol-3-one",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,PXWLVJLKJGVOKE-UHFFFAOYSA-N,"InChI=1S/C14H18N2O/c1-10(2)13-11(3)15(4)16(14(13)17)12-8-6-5-7-9-12/h5-10H,1-4H3"
propfs,propafos,propaphos,23717,C13H21O4PS,304.34,(4-methylsulfanylphenyl) dipropyl phosphate,CCCOP(=O)(OCCC)OC1=CC=C(C=C1)SC,PWYIUEFFPNVCMW-UHFFFAOYSA-N,"InChI=1S/C13H21O4PS/c1-4-10-15-18(14,16-11-5-2)17-12-6-8-13(19-3)9-7-12/h6-9H,4-5,10-11H2,1-3H3"
propgt,propargiet,propargite,4936,C19H26O4S,350.5,[2-(4-tert-butylphenoxy)cyclohexyl] prop-2-ynyl sulfite,CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,ZYHMJXZULPZUED-UHFFFAOYSA-N,"InChI=1S/C19H26O4S/c1-5-14-21-24(20)23-18-9-7-6-8-17(18)22-16-12-10-15(11-13-16)19(2,3)4/h1,10-13,17-18H,6-9,14H2,2-4H3"
propmcb,propamocarb,propamocarb,32490,C9H20N2O2,188.27,propyl N-[3-(dimethylamino)propyl]carbamate,CCCOC(=O)NCCCN(C)C,WZZLDXDUQPOXNW-UHFFFAOYSA-N,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)"
propmcbHCl,propamocarb hydrochloride,propamocarb hydrochloride,15575641,C9H21ClN2O2,224.73,propyl N-[3-(dimethylamino)propyl]carbamate;hydrochloride,CCCOC(=O)NCCCN(C)C.Cl,MKIMSXGUTQTKJU-UHFFFAOYSA-N,"InChI=1S/C9H20N2O2.ClH/c1-4-8-13-9(12)10-6-5-7-11(2)3;/h4-8H2,1-3H3,(H,10,12);1H"
propnl,propanil,propanil,4933,C9H9Cl2NO,218.08,"N-(3,4-dichlorophenyl)propanamide",CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,LFULEKSKNZEWOE-UHFFFAOYSA-N,"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)"
propnll,propranolol,propranolol,4946,C16H21NO2,259.34,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,AQHHHDLHHXJYJD-UHFFFAOYSA-N,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3"
propozr,propionzuur,propionic acid,1032,C3H6O2,74.08,propanoic acid,CCC(=O)O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)"
propqzfp,propaquizafop,propaquizafop,16213016,C22H22ClN3O5,443.9,2-(propan-2-ylideneamino)oxyethyl (2R)-2-[4-(6-chloroquinoxalin-2-yl)oxyphenoxy]propanoate,C[C@H](C(=O)OCCON=C(C)C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,FROBCXTULYFHEJ-OAHLLOKOSA-N,"InChI=1S/C22H22ClN3O5/c1-14(2)26-29-11-10-28-22(27)15(3)30-17-5-7-18(8-6-17)31-21-13-24-20-12-16(23)4-9-19(20)25-21/h4-9,12-13,15H,10-11H2,1-3H3/t15-/m1/s1"
proptfs,propetamfos,propetamphos,5372405,C10H20NO4PS,281.31,propan-2-yl (E)-3-[ethylamino(methoxy)phosphinothioyl]oxybut-2-enoate,CCNP(=S)(OC)O/C(=C/C(=O)OC(C)C)/C,BZNDWPRGXNILMS-VQHVLOKHSA-N,"InChI=1S/C10H20NO4PS/c1-6-11-16(17,13-5)15-9(4)7-10(12)14-8(2)3/h7-8H,6H2,1-5H3,(H,11,17)/b9-7+"
propxcbzn,propoxycarbazon,propoxycarbazone,177355,C15H18N4O7S,398.4,"methyl 2-[(4-methyl-5-oxo-3-propoxy-1,2,4-triazole-1-carbonyl)sulfamoyl]benzoate",CCCOC1=NN(C(=O)N1C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,JTHMVYBOQLDDIY-UHFFFAOYSA-N,"InChI=1S/C15H18N4O7S/c1-4-9-26-14-16-19(15(22)18(14)2)13(21)17-27(23,24)11-8-6-5-7-10(11)12(20)25-3/h5-8H,4,9H2,1-3H3,(H,17,21)"
propxr,propoxur,propoxur,4944,C11H15NO3,209.24,(2-propan-2-yloxyphenyl) N-methylcarbamate,CC(C)OC1=CC=CC=C1OC(=O)NC,ISRUGXGCCGIOQO-UHFFFAOYSA-N,"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)"
propzne,propazine,propazine,4937,C9H16ClN5,229.71,"6-chloro-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,WJNRPILHGGKWCK-UHFFFAOYSA-N,"InChI=1S/C9H16ClN5/c1-5(2)11-8-13-7(10)14-9(15-8)12-6(3)4/h5-6H,1-4H3,(H2,11,12,13,14,15)"
proqazd,proquinazid,proquinazid,11057771,C14H17IN2O2,372.20,6-iodo-2-propoxy-3-propylquinazolin-4-one,CCCN1C(=O)C2=C(C=CC(=C2)I)N=C1OCCC,FLVBXVXXXMLMOX-UHFFFAOYSA-N,"InChI=1S/C14H17IN2O2/c1-3-7-17-13(18)11-9-10(15)5-6-12(11)16-14(17)19-8-4-2/h5-6,9H,3-4,7-8H2,1-2H3"
prosfcb,prosulfocarb,prosulfocarb,62020,C14H21NOS,251.39,"S-benzyl N,N-dipropylcarbamothioate",CCCN(CCC)C(=O)SCC1=CC=CC=C1,NQLVQOSNDJXLKG-UHFFFAOYSA-N,"InChI=1S/C14H21NOS/c1-3-10-15(11-4-2)14(16)17-12-13-8-6-5-7-9-13/h5-9H,3-4,10-12H2,1-2H3"
prosfrn,prosulfuron,prosulfuron,91751,C15H16F3N5O4S,419.4,"1-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)-3-[2-(3,3,3-trifluoropropyl)phenyl]sulfonylurea",CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F,LTUNNEGNEKBSEH-UHFFFAOYSA-N,"InChI=1S/C15H16F3N5O4S/c1-9-19-12(22-14(20-9)27-2)21-13(24)23-28(25,26)11-6-4-3-5-10(11)7-8-15(16,17)18/h3-6H,7-8H2,1-2H3,(H2,19,20,21,22,23,24)"
protat,prothoaat,prothioate,,,,,,,
protocb,prothiocarb,prothiocarb,29697,C8H18N2OS,190.31,S-ethyl N-[3-(dimethylamino)propyl]carbamothioate,CCSC(=O)NCCCN(C)C,YRRBXJLFCBCKNW-UHFFFAOYSA-N,"InChI=1S/C8H18N2OS/c1-4-12-8(11)9-6-5-7-10(2)3/h4-7H2,1-3H3,(H,9,11)"
protocnzdto,prothioconazol-desthio,prothioconazole-desthio,119361,C14H15Cl2N3O,312.2,"2-(1-chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",C1CC1(C(CC2=CC=CC=C2Cl)(CN3C=NC=N3)O)Cl,HHUQPWODPBDTLI-UHFFFAOYSA-N,"InChI=1S/C14H15Cl2N3O/c15-12-4-2-1-3-11(12)7-14(20,13(16)5-6-13)8-19-10-17-9-18-19/h1-4,9-10,20H,5-8H2"
protocnzl,prothioconazool,prothioconazole,6451142,C14H15Cl2N3OS,344.3,"2-[2-(1-chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-1H-1,2,4-triazole-3-thione",C1CC1(C(CC2=CC=CC=C2Cl)(CN3C(=S)N=CN3)O)Cl,MNHVNIJQQRJYDH-UHFFFAOYSA-N,"InChI=1S/C14H15Cl2N3OS/c15-11-4-2-1-3-10(11)7-14(20,13(16)5-6-13)8-19-12(21)17-9-18-19/h1-4,9,20H,5-8H2,(H,17,18,21)"
protofs,prothiofos,prothiophos,36870,C11H15Cl2O2PS2,345.2,"(2,4-dichlorophenoxy)-ethoxy-propylsulfanyl-sulfanylidene-lambda5-phosphane",CCCSP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,FITIWKDOCAUBQD-UHFFFAOYSA-N,"InChI=1S/C11H15Cl2O2PS2/c1-3-7-18-16(17,14-4-2)15-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3"
